Password No., Original Entropy, Bcrypt Entropy, Argon2 Entropy
5611, 2.9477, 5.1276, 5.4489
5612, 3.3219, 4.9691, 5.4695
5613, 3.1887, 5.2358, 5.5124
5614, 3.1219, 5.1025, 5.5057
5615, 2.9477, 5.1297, 5.5882
5616, 3.3219, 5.1440, 5.2993
5617, 3.0000, 5.1025, 5.4979
5618, 3.4594, 5.0899, 5.4255
5619, 3.4594, 5.1232, 5.4594
5620, 3.4594, 5.1358, 5.4645
5621, 3.2776, 5.1106, 5.4773
5622, 3.4183, 5.0106, 5.5831
5623, 3.0000, 5.0773, 5.4462
5624, 3.0000, 4.9855, 5.4462
5625, 3.0000, 5.0899, 5.2958
5626, 2.7500, 5.0440, 5.4580
5627, 3.0000, 4.9440, 5.4411
5628, 3.1699, 5.1358, 5.3586
5629, 3.1699, 5.1188, 5.4167
5630, 3.4594, 5.1106, 5.6500
5631, 2.7500, 5.0899, 5.5226
5632, 3.1219, 5.0297, 5.4874
5633, 3.2776, 4.9297, 5.4645
5634, 3.3219, 5.0566, 5.5648
5635, 2.9477, 5.0647, 5.4205
5636, 3.3219, 5.2691, 5.4029
5637, 3.4594, 5.0773, 5.3231
5638, 3.4594, 5.3025, 5.4695
5639, 3.0850, 5.0566, 5.4617
5640, 3.3219, 5.0943, 5.4658
5641, 3.3219, 5.0232, 5.4323
5642, 3.2516, 5.1232, 5.4685
5643, 3.4183, 5.1773, 5.4567
5644, 3.3219, 5.1232, 5.4878
5645, 3.5850, 5.2691, 5.5804
5646, 3.1219, 5.1358, 5.4685
5647, 3.4183, 5.1647, 5.5804
5648, 3.1219, 5.0232, 5.5084
5649, 3.3219, 5.0981, 5.4952
5650, 3.0000, 5.0440, 5.5598
5651, 2.7500, 5.1216, 5.4260
5652, 3.3219, 5.0899, 5.5354
5653, 3.1219, 5.0549, 5.4232
5654, 3.3219, 5.0314, 5.4685
5655, 3.4594, 5.2691, 5.3823
5656, 2.9477, 5.0232, 5.5030
5657, 3.0000, 5.0899, 5.4489
5658, 3.0000, 5.0314, 5.5524
5659, 2.9477, 5.0172, 5.3330
5660, 3.1699, 5.0757, 5.3373
5661, 3.0000, 5.1484, 5.4361
5662, 2.7500, 5.0855, 5.5097
5663, 3.4594, 5.1899, 5.4283
5664, 3.2776, 5.2484, 5.5019
5665, 3.4183, 4.9423, 5.5263
5666, 3.1699, 4.9773, 5.4100
5667, 2.9477, 5.0232, 5.5047
5668, 3.0000, 5.1691, 5.4901
5669, 3.0958, 5.2358, 5.5469
5670, 3.4594, 4.9937, 5.5047
5671, 3.4183, 5.0566, 5.4468
5672, 3.5850, 5.0314, 5.4438
5673, 3.4183, 5.2358, 5.5392
5674, 3.0850, 4.9440, 5.4722
5675, 3.1219, 5.1691, 5.5598
5676, 2.7500, 5.2232, 5.5421
5677, 3.3219, 5.0232, 5.4992
5678, 3.3219, 5.0882, 5.5019
5679, 3.5850, 5.0691, 5.5520
5680, 3.2776, 5.0566, 5.4539
5681, 3.3219, 5.1440, 5.5753
5682, 3.4594, 4.9773, 5.3833
5683, 3.1219, 5.1773, 5.3883
5684, 3.0000, 5.0855, 5.4901
5685, 3.3219, 5.1358, 5.5108
5686, 2.9140, 5.1358, 5.3302
5687, 3.4183, 5.0106, 5.4104
5688, 3.1219, 5.0358, 5.4901
5689, 3.2516, 5.1423, 5.5019
5690, 3.3219, 5.1106, 5.1767
5691, 3.5850, 5.0647, 5.3948
5692, 3.2516, 5.0899, 5.4481
5693, 3.0000, 5.1106, 5.5341
5694, 3.3219, 5.1899, 5.4144
5695, 3.1219, 5.2566, 5.3153
5696, 3.0000, 5.0297, 5.4529
5697, 2.9219, 5.0549, 5.4340
5698, 3.0000, 5.0090, 5.4333
5699, 3.3219, 4.8822, 5.4077
5700, 3.1219, 5.0647, 5.3123
5701, 3.4594, 5.1106, 5.5625
5702, 3.5850, 5.0899, 5.3008
5703, 3.1699, 5.1025, 5.3664
5704, 3.0000, 5.2106, 5.3576
5705, 3.2776, 5.0025, 5.4489
5706, 2.5000, 4.9981, 5.4262
5707, 3.5850, 5.1899, 5.4205
5708, 3.2776, 5.2358, 5.4979
5709, 3.4594, 5.0899, 5.4516
5710, 3.3219, 5.0440, 5.3458
5711, 3.3219, 5.1817, 5.5932
5712, 2.9477, 5.0025, 5.5185
5713, 3.5850, 5.1172, 5.4283
5714, 2.9219, 5.2440, 5.3566
5715, 3.1219, 5.2025, 5.3370
5716, 2.7500, 4.8855, 5.4901
5717, 3.0000, 5.1691, 5.4262
5718, 3.0000, 5.0106, 5.2970
5719, 3.4594, 5.0981, 5.5469
5720, 3.1699, 5.2232, 5.4901
5721, 3.0000, 5.1440, 5.4388
5722, 3.0000, 5.0505, 5.5135
5723, 3.4183, 5.1358, 5.3650
5724, 3.2516, 5.3151, 5.5185
5725, 3.4183, 5.1647, 5.4167
5726, 3.2776, 4.9314, 5.4722
5727, 3.5850, 5.1025, 5.5097
5728, 3.5850, 5.1106, 5.4438
5729, 3.5850, 5.2691, 5.4891
5730, 3.2776, 5.0232, 5.4506
5731, 3.4594, 5.0522, 5.4695
5732, 3.2776, 5.3358, 5.4658
5733, 3.4594, 5.0106, 5.4851
5734, 3.3219, 5.1314, 5.5263
5735, 3.4183, 5.2484, 5.3715
5736, 3.4183, 5.0964, 5.3782
5737, 3.1219, 5.1358, 5.3332
5738, 3.1219, 5.0773, 5.3437
5739, 2.7500, 4.9440, 5.3302
5740, 3.1699, 5.0631, 5.6500
5741, 2.9477, 4.9631, 5.3694
5742, 3.0000, 5.1314, 5.4144
5743, 3.3219, 5.1188, 5.4361
5744, 3.1219, 5.1566, 5.4438
5745, 3.5850, 5.3691, 5.4401
5746, 3.1219, 5.1691, 5.4411
5747, 3.4183, 5.0899, 5.4066
5748, 3.3219, 5.0647, 5.3204
5749, 3.4183, 5.2232, 5.5263
5750, 2.7500, 4.9838, 5.4222
5751, 3.0000, 5.0062, 5.5520
5752, 3.3219, 5.0566, 5.4645
5753, 2.9477, 5.0232, 5.3988
5754, 3.4183, 5.1232, 5.4979
5755, 3.1699, 5.0232, 5.5598
5756, 3.0000, 5.1691, 5.5469
5757, 3.5850, 4.9396, 5.5185
5758, 2.9477, 5.1025, 5.4144
5759, 3.0958, 5.2691, 5.5215
5760, 3.0958, 5.0440, 5.4516
5761, 3.4594, 4.8647, 5.5226
5762, 3.4594, 5.1232, 5.3704
5763, 3.4594, 5.2358, 5.4908
5764, 3.5850, 4.9691, 5.4516
5765, 2.7500, 5.2691, 5.3511
5766, 3.2516, 5.2484, 5.4979
5767, 3.2516, 5.1773, 5.3366
5768, 3.5850, 5.2025, 5.3654
5769, 3.3219, 4.9358, 5.4428
5770, 3.1699, 5.1899, 5.5148
5771, 3.1699, 4.9046, 5.5236
5772, 3.5850, 5.0855, 5.4722
5773, 3.1219, 5.1566, 5.4746
5774, 3.0850, 5.0899, 5.5303
5775, 2.4056, 5.1358, 5.4597
5776, 3.3219, 5.1817, 5.4441
5777, 3.4594, 5.2817, 5.4722
5778, 3.1699, 5.1899, 5.5263
5779, 3.0000, 5.1899, 5.4746
5780, 3.1219, 5.1647, 5.4752
5781, 2.9477, 5.2358, 5.5185
5782, 3.1219, 4.9773, 5.5236
5783, 2.9477, 5.2817, 5.4479
5784, 3.1699, 5.0566, 5.5469
5785, 3.0000, 5.0358, 5.3332
5786, 3.0958, 5.1106, 5.4645
5787, 3.1219, 5.1691, 5.4117
5788, 3.2776, 5.2106, 5.4438
5789, 3.0000, 5.2817, 5.5520
5790, 3.3219, 4.9253, 5.4255
5791, 3.1699, 5.0172, 5.5135
5792, 3.3219, 5.0855, 5.4617
5793, 3.4183, 5.0855, 5.4979
5794, 3.1219, 5.1773, 5.4154
5795, 3.4183, 5.2025, 5.4066
5796, 3.0000, 5.2025, 5.2714
5797, 3.2776, 5.0232, 5.4205
5798, 3.2516, 4.9046, 5.4823
5799, 3.4594, 5.2232, 5.4695
5800, 3.1699, 5.1025, 5.5019
5801, 3.1219, 5.2106, 5.4069
5802, 2.7255, 5.0232, 5.2917
5803, 3.0000, 5.1899, 5.5175
5804, 3.0000, 5.2943, 5.4813
5805, 3.0000, 5.1740, 5.4979
5806, 3.1699, 5.2566, 5.5520
5807, 2.7255, 5.1025, 5.4685
5808, 2.9477, 5.0106, 5.5392
5809, 2.9477, 5.1899, 5.4245
5810, 2.7500, 5.2610, 5.3843
5811, 3.0000, 5.1773, 5.3576
5812, 3.5850, 5.0566, 5.5226
5813, 2.7500, 5.3358, 5.3704
5814, 3.0000, 5.2566, 5.4607
5815, 3.3219, 5.0614, 5.3603
5816, 3.0000, 5.0314, 5.5213
5817, 3.1699, 5.2232, 5.5057
5818, 3.0000, 5.1025, 5.4969
5819, 3.4183, 5.2025, 5.5804
5820, 2.7500, 5.1188, 5.4428
5821, 2.7500, 4.9270, 5.3458
5822, 3.1699, 5.1899, 5.4466
5823, 3.4594, 5.0106, 5.4077
5824, 3.0000, 5.0188, 5.4567
5825, 3.0272, 5.0232, 5.3539
5826, 3.5850, 4.9981, 5.5263
5827, 3.5850, 5.2484, 5.4104
5828, 3.5850, 5.1566, 5.4056
5829, 2.7500, 5.0838, 5.4516
5830, 3.3219, 5.0691, 5.4283
5831, 2.9477, 5.1358, 5.4695
5832, 3.1219, 5.2232, 5.4350
5833, 3.2776, 5.1484, 5.2815
5834, 2.7500, 5.1151, 5.4232
5835, 3.4594, 5.0566, 5.4077
5836, 3.5850, 5.2484, 5.4154
5837, 3.5850, 5.2025, 5.4979
5838, 3.0000, 5.2691, 5.5497
5839, 3.1887, 5.0188, 5.5381
5840, 3.2776, 5.1647, 5.4154
5841, 3.0000, 5.1440, 5.5006
5842, 3.3219, 5.0440, 5.4607
5843, 3.1699, 5.2358, 5.4512
5844, 3.4183, 4.9172, 5.4283
5845, 3.1699, 5.0773, 5.5882
5846, 3.0000, 5.0981, 5.5226
5847, 3.4594, 5.2232, 5.5236
5848, 3.2776, 4.8297, 5.4864
5849, 3.1699, 4.9440, 5.4773
5850, 3.2776, 5.1188, 5.5084
5851, 3.5850, 5.2440, 5.4205
5852, 3.5850, 5.2817, 5.3380
5853, 3.3219, 5.0522, 5.4245
5854, 3.4183, 5.1106, 5.3461
5855, 3.1219, 5.2773, 5.4195
5856, 3.1219, 5.1106, 5.4942
5857, 3.4594, 5.0106, 5.5263
5858, 3.0000, 4.9188, 5.4617
5859, 3.0000, 5.2358, 5.5753
5860, 3.3219, 5.0423, 5.5320
5861, 3.1699, 5.0773, 5.5520
5862, 2.7500, 5.1691, 5.3576
5863, 2.7255, 5.0899, 5.5236
5864, 2.7500, 5.2106, 5.3870
5865, 2.9477, 5.1691, 5.5135
5866, 3.4183, 5.1314, 5.2548
5867, 3.1219, 5.1899, 5.3437
5868, 3.0000, 5.1172, 5.4154
5869, 3.4594, 5.1899, 5.4245
5870, 2.9477, 4.9358, 5.4773
5871, 3.0000, 4.9631, 5.5057
5872, 3.4183, 4.9647, 5.5882
5873, 3.3219, 4.9440, 5.4658
5874, 2.9477, 5.1440, 5.5598
5875, 2.7500, 5.1566, 5.4154
5876, 3.2516, 5.1691, 5.6166
5877, 3.5850, 5.2610, 5.4735
5878, 3.0000, 5.1817, 5.6010
5879, 3.1699, 4.9484, 5.4556
5880, 3.2776, 5.1232, 5.5097
5881, 3.1699, 5.2276, 5.4722
5882, 2.7500, 4.9440, 5.4544
5883, 3.1699, 5.1025, 5.3704
5884, 3.0000, 5.0396, 5.3704
5885, 3.4594, 5.1106, 5.5263
5886, 3.3219, 5.1440, 5.4516
5887, 3.4594, 5.1106, 5.3921
5888, 3.0000, 5.0773, 5.4823
5889, 3.0000, 4.8712, 5.3407
5890, 2.8454, 5.1106, 5.5185
5891, 3.3219, 5.1025, 5.4205
5892, 3.1219, 5.1106, 5.3576
5893, 3.0000, 5.1566, 5.4195
5894, 3.1219, 5.0106, 5.4942
5895, 3.5850, 5.2106, 5.3988
5896, 3.5850, 5.1232, 5.4516
5897, 3.0000, 5.0964, 5.5432
5898, 3.4594, 5.1440, 5.4026
5899, 3.0000, 4.8566, 5.4283
5900, 2.9219, 5.1566, 5.4800
5901, 3.0000, 5.0773, 5.3035
5902, 3.3219, 5.2151, 5.4157
5903, 3.4594, 5.1232, 5.5804
5904, 3.0958, 5.2276, 5.5236
5905, 3.1219, 5.0981, 5.4077
5906, 3.0958, 5.0106, 5.4881
5907, 3.1699, 4.9440, 5.3870
5908, 3.5850, 5.0899, 5.3252
5909, 3.5850, 4.9440, 5.5392
5910, 3.4594, 5.1899, 5.4735
5911, 3.4594, 5.1773, 5.4039
5912, 3.4594, 5.0899, 5.4195
5913, 3.5850, 5.0358, 5.5047
5914, 3.4183, 5.1484, 5.4556
5915, 3.0000, 5.1440, 5.4323
5916, 3.0000, 5.0314, 5.4401
5917, 3.0000, 5.0314, 5.4607
5918, 3.0000, 5.1232, 5.3873
5919, 3.1219, 5.0090, 5.4891
5920, 3.5850, 5.1232, 5.5831
5921, 3.1699, 5.0566, 5.5469
5922, 3.4594, 5.0981, 5.4479
5923, 3.2776, 5.1025, 5.3407
5924, 3.5850, 5.3151, 5.5560
5925, 3.0000, 5.1232, 5.4479
5926, 3.2776, 5.1314, 5.2880
5927, 3.1699, 5.0981, 5.5469
5928, 3.0000, 5.0025, 5.5960
5929, 3.1219, 5.2773, 5.4096
5930, 3.5850, 5.3358, 5.5006
5931, 3.2776, 5.0188, 5.4567
5932, 3.3219, 4.9297, 5.5185
5933, 3.5850, 5.1773, 5.5469
5934, 3.4183, 4.8549, 5.4607
5935, 3.2776, 5.1566, 5.4645
5936, 3.3219, 5.0773, 5.2575
5937, 3.1699, 4.9964, 5.4323
5938, 2.1556, 4.9696, 5.6294
5939, 2.7500, 4.9899, 5.6037
5940, 3.1219, 5.0817, 5.3870
5941, 3.2776, 5.1232, 5.4167
5942, 3.1219, 5.2773, 5.4773
5943, 3.4183, 5.1106, 5.4567
5944, 3.1219, 5.0943, 5.4942
5945, 3.5850, 5.2773, 5.5006
5946, 3.4594, 5.0025, 5.4901
5947, 2.9477, 5.1232, 5.4979
5948, 3.0000, 5.1566, 5.4979
5949, 3.1219, 5.1817, 5.5804
5950, 3.0000, 5.0981, 5.5547
5951, 3.3219, 5.0314, 5.2764
5952, 3.0000, 4.9855, 5.5158
5953, 3.1219, 5.3232, 5.4235
5954, 3.3219, 5.2232, 5.5236
5955, 3.5850, 4.8981, 5.5158
5956, 3.0000, 5.0542, 5.2987
5957, 3.2516, 5.0566, 5.4901
5958, 3.1699, 5.1817, 5.5648
5959, 2.7500, 5.3691, 5.5019
5960, 3.4183, 5.1440, 5.5047
5961, 3.0000, 4.8773, 5.4851
5962, 3.1699, 5.1899, 5.5804
5963, 2.7500, 5.1216, 5.5341
5964, 3.3219, 5.2440, 5.5625
5965, 3.0000, 5.1691, 5.4479
5966, 3.4183, 5.0899, 5.4519
5967, 2.9477, 5.2773, 5.5354
5968, 3.0000, 5.1090, 5.5381
5969, 3.0958, 5.2106, 5.4813
5970, 3.1699, 5.0773, 5.3860
5971, 3.4183, 5.2566, 5.4594
5972, 3.1699, 5.1566, 5.5084
5973, 3.5850, 5.1773, 5.4695
5974, 3.0958, 5.0773, 5.4597
5975, 3.1699, 5.1216, 5.3978
5976, 3.5850, 5.2484, 5.3603
5977, 3.0958, 4.9838, 5.6115
5978, 2.9477, 5.1106, 5.3833
5979, 3.2776, 5.0358, 5.4556
5980, 3.2776, 4.9981, 5.5688
5981, 3.3219, 4.9314, 5.4026
5982, 3.3219, 5.3484, 5.5676
5983, 3.1699, 5.1106, 5.5108
5984, 3.1699, 5.1981, 5.5482
5985, 3.0000, 5.1899, 5.3704
5986, 2.9477, 5.1151, 5.4617
5987, 3.4594, 5.0106, 5.3448
5988, 3.0000, 5.1106, 5.4411
5989, 3.5850, 5.1232, 5.2508
5990, 3.1219, 5.1691, 5.4580
5991, 3.2776, 5.2025, 5.5135
5992, 3.1219, 5.1566, 5.4763
5993, 3.1219, 5.0817, 5.3448
5994, 3.5850, 5.0522, 5.4411
5995, 3.3219, 4.9440, 5.5148
5996, 2.9140, 4.9773, 5.4617
5997, 3.0958, 5.1151, 5.3921
5998, 2.7500, 5.0062, 5.4685
5999, 3.3219, 4.9566, 5.4607
6000, 3.1219, 5.0899, 5.3018
6001, 3.0000, 5.1314, 5.4597
6002, 3.5850, 5.1025, 5.3924
6003, 3.1219, 5.2106, 5.5158
6004, 2.7500, 5.3484, 5.5726
6005, 2.9477, 5.1025, 5.3201
6006, 3.1219, 5.0106, 5.5158
6007, 3.2776, 5.0757, 5.4333
6008, 3.3219, 5.0566, 5.3860
6009, 2.9219, 5.1484, 5.4411
6010, 2.9477, 5.3484, 5.4864
6011, 2.7500, 5.0314, 5.4942
6012, 3.0000, 5.0566, 5.4462
6013, 3.4594, 5.1106, 5.4695
6014, 3.1699, 4.9740, 5.3174
6015, 3.3219, 5.2025, 5.3988
6016, 3.1699, 4.9297, 5.5547
6017, 3.3219, 5.1566, 5.5226
6018, 3.2516, 5.0358, 5.5520
6019, 3.1699, 5.0773, 5.4388
6020, 3.0000, 5.0172, 5.5030
6021, 2.7500, 5.1297, 5.5314
6022, 3.5850, 5.1232, 5.4428
6023, 3.3219, 5.0440, 5.4878
6024, 3.2776, 4.7046, 5.4645
6025, 3.4594, 5.2817, 5.5303
6026, 3.0958, 5.2817, 5.4685
6027, 3.1219, 5.0396, 5.4590
6028, 3.4183, 4.9297, 5.3637
6029, 3.0000, 5.0423, 5.5520
6030, 3.4594, 5.0773, 5.4851
6031, 3.1699, 5.1216, 5.4039
6032, 3.4183, 5.2151, 5.5331
6033, 3.0000, 4.8937, 5.4725
6034, 3.1219, 5.0440, 5.4313
6035, 3.0000, 5.1773, 5.4333
6036, 3.5850, 5.2691, 5.4361
6037, 3.0000, 4.9505, 5.4725
6038, 3.2776, 5.0505, 5.3397
6039, 3.4594, 5.1106, 5.4195
6040, 3.3219, 4.9440, 5.6138
6041, 3.1699, 5.2899, 5.3252
6042, 3.5850, 5.0855, 5.3984
6043, 3.4183, 4.9855, 5.3704
6044, 3.0000, 5.1899, 5.4195
6045, 3.0000, 5.1773, 5.4645
6046, 3.0000, 5.1358, 5.6061
6047, 3.1699, 5.2358, 5.3410
6048, 3.0000, 5.2691, 5.4127
6049, 2.9477, 5.1566, 5.4283
6050, 3.4594, 5.1691, 5.3370
6051, 3.5850, 5.2943, 5.4066
6052, 3.2776, 5.0522, 5.5263
6053, 3.4594, 5.0314, 5.5341
6054, 3.1699, 5.0647, 5.5510
6055, 3.2776, 5.1216, 5.4722
6056, 3.2516, 5.2314, 5.5493
6057, 3.3219, 5.1899, 5.4184
6058, 3.5850, 5.2899, 5.4039
6059, 3.4594, 5.1008, 5.4451
6060, 2.9477, 5.0566, 5.4634
6061, 2.6416, 5.1025, 5.5364
6062, 3.2776, 4.9423, 5.4580
6063, 3.1699, 5.1899, 5.4479
6064, 3.1699, 5.1314, 5.4645
6065, 3.4183, 5.0817, 5.4645
6066, 3.5850, 5.1232, 5.3793
6067, 3.5850, 5.0757, 5.3898
6068, 3.0000, 5.2899, 5.3941
6069, 3.0000, 4.9025, 5.4567
6070, 3.0000, 5.0647, 5.4790
6071, 3.4594, 5.0773, 5.4029
6072, 3.0000, 5.2358, 5.3988
6073, 3.4594, 4.9046, 5.4634
6074, 2.6416, 5.0440, 5.4594
6075, 3.5850, 5.2025, 5.5392
6076, 3.4183, 5.1025, 5.5143
6077, 3.1699, 5.2276, 5.4874
6078, 2.7500, 5.0773, 5.4516
6079, 2.7255, 5.1232, 5.3116
6080, 3.0000, 5.0566, 5.3988
6081, 2.7500, 5.0691, 5.4645
6082, 3.1219, 5.1358, 5.3566
6083, 3.0000, 5.0297, 5.5804
6084, 3.4594, 5.0773, 5.5442
6085, 3.3219, 5.1817, 5.4016
6086, 3.5850, 5.2566, 5.4411
6087, 3.1699, 5.3025, 5.4441
6088, 3.1219, 5.1106, 5.4969
6089, 3.4183, 5.3232, 5.3360
6090, 3.1699, 4.8855, 5.4752
6091, 3.0000, 4.9396, 5.5598
6092, 3.0000, 5.1899, 5.4310
6093, 3.1699, 4.9216, 5.5236
6094, 2.7500, 5.2484, 5.5469
6095, 3.0958, 5.1440, 5.2369
6096, 3.1699, 5.1106, 5.3149
6097, 3.1699, 5.0566, 5.4016
6098, 3.1699, 5.0566, 5.6088
6099, 3.3219, 5.0341, 5.5392
6100, 3.2776, 5.1025, 5.4077
6101, 3.3219, 4.9566, 5.5314
6102, 3.3219, 5.2899, 5.4438
6103, 3.5850, 5.1232, 5.4929
6104, 3.3219, 4.9090, 5.5392
6105, 3.4183, 5.1773, 5.6088
6106, 3.3219, 5.1566, 5.5354
6107, 3.5850, 5.0899, 5.3833
6108, 3.4594, 5.2440, 5.4411
6109, 3.5850, 5.0647, 5.4567
6110, 3.1699, 5.1188, 5.4746
6111, 2.9477, 5.1484, 5.4813
6112, 2.8464, 5.1106, 5.4773
6113, 3.4594, 5.1025, 5.4333
6114, 3.4594, 5.2566, 5.3900
6115, 3.5850, 5.1566, 5.4516
6116, 3.1219, 5.1232, 5.3971
6117, 3.4594, 5.2151, 5.4438
6118, 3.1699, 4.9549, 5.5882
6119, 3.0000, 5.0566, 5.4313
6120, 3.5850, 5.3151, 5.3498
6121, 3.0000, 4.9981, 5.5185
6122, 3.5850, 5.1899, 5.4851
6123, 3.0000, 5.3025, 5.4803
6124, 3.1699, 4.9396, 5.4077
6125, 3.5850, 4.8587, 5.3603
6126, 3.5850, 5.1773, 5.4361
6127, 3.5850, 5.1817, 5.4840
6128, 3.1699, 5.0899, 5.4901
6129, 3.5850, 5.2151, 5.4154
6130, 3.5850, 5.2025, 5.4016
6131, 3.0000, 4.9440, 5.5148
6132, 3.0000, 4.9647, 5.4350
6133, 3.5850, 5.2358, 5.4489
6134, 2.9477, 5.2566, 5.3343
6135, 3.0000, 5.0899, 5.4722
6136, 3.0000, 5.0899, 5.4438
6137, 3.1699, 4.8981, 5.3900
6138, 3.3219, 5.2025, 5.3271
6139, 3.1219, 5.1691, 5.5520
6140, 3.3219, 5.2691, 5.4773
6141, 3.2516, 5.1297, 5.4594
6142, 3.1219, 5.3151, 5.4283
6143, 3.3219, 5.0899, 5.4283
6144, 3.1699, 5.1106, 5.5135
6145, 3.4183, 5.1440, 5.4411
6146, 3.3219, 5.1232, 5.4735
6147, 3.1699, 4.9981, 5.4451
6148, 3.0000, 5.0566, 5.5392
6149, 3.4594, 5.1773, 5.4607
6150, 3.3219, 5.2025, 5.4104
6151, 3.1699, 5.0188, 5.3332
6152, 3.0958, 4.9440, 5.3883
6153, 3.2776, 4.9773, 5.5804
6154, 3.0000, 5.1232, 5.3755
6155, 3.1219, 5.0188, 5.4891
6156, 3.1699, 5.1899, 5.4567
6157, 3.1699, 5.1773, 5.4323
6158, 3.4594, 5.0440, 5.5794
6159, 3.1219, 5.2691, 5.4567
6160, 3.2516, 4.9964, 5.4979
6161, 3.0000, 5.3151, 5.3330
6162, 3.1699, 5.2899, 5.4411
6163, 3.2776, 5.1484, 5.5510
6164, 3.5850, 5.1025, 5.4296
6165, 3.0000, 5.1899, 5.3664
6166, 3.0000, 5.1899, 5.4580
6167, 3.3219, 5.2358, 5.3812
6168, 3.2516, 5.0855, 5.4255
6169, 3.2776, 4.9773, 5.5185
6170, 3.4183, 5.0522, 5.5520
6171, 3.3219, 5.1106, 5.4969
6172, 2.9477, 5.0647, 5.4283
6173, 3.3219, 5.0297, 5.5497
6174, 3.4594, 5.1817, 5.4184
6175, 3.4183, 5.0484, 5.3782
6176, 3.0000, 5.0440, 5.6500
6177, 3.5850, 5.2899, 5.4489
6178, 3.1699, 5.1232, 5.3971
6179, 3.3219, 5.1566, 5.4167
6180, 3.5850, 5.1232, 5.5314
6181, 2.4194, 5.0647, 5.5158
6182, 3.4594, 5.0566, 5.4712
6183, 3.3219, 5.1691, 5.5364
6184, 3.1219, 5.2025, 5.6037
6185, 3.1699, 5.3151, 5.4539
6186, 3.1219, 5.0631, 5.4411
6187, 3.1887, 4.9773, 5.4758
6188, 3.1699, 5.0817, 5.4154
6189, 3.0958, 5.1232, 5.3242
6190, 3.4183, 5.1691, 5.4773
6191, 3.4594, 5.1943, 5.4901
6192, 3.0000, 5.1232, 5.3820
6193, 3.5850, 4.9899, 5.5726
6194, 3.0000, 5.1773, 5.4901
6195, 3.4183, 5.0691, 5.4969
6196, 3.5850, 4.9899, 5.4388
6197, 2.9477, 5.1773, 5.5804
6198, 3.5850, 5.0314, 5.5341
6199, 3.1219, 5.0440, 5.5124
6200, 3.4594, 5.0522, 5.4479
6201, 3.4183, 5.2216, 5.4979
6202, 3.3219, 5.2358, 5.3948
6203, 2.9219, 4.9855, 5.3823
6204, 3.1699, 4.8757, 5.4752
6205, 3.4594, 5.2899, 5.4519
6206, 3.5850, 5.0484, 5.3521
6207, 3.1699, 5.1899, 5.5794
6208, 3.4183, 5.1106, 5.3446
6209, 3.1699, 5.1691, 5.5520
6210, 3.4183, 5.0172, 5.4695
6211, 3.1887, 5.0691, 5.3147
6212, 2.9477, 5.1232, 5.4167
6213, 3.4183, 5.0817, 5.4529
6214, 3.1699, 5.2106, 5.3921
6215, 2.7500, 5.0358, 5.3988
6216, 3.5850, 5.1899, 5.4695
6217, 3.3219, 5.0314, 5.3898
6218, 3.1219, 5.0899, 5.3654
6219, 3.5850, 5.0899, 5.4438
6220, 3.2776, 5.0232, 5.4438
6221, 2.7255, 4.9297, 5.5368
6222, 3.1219, 5.0981, 5.3664
6223, 3.4594, 5.0899, 5.4813
6224, 3.2516, 5.0232, 5.2419
6225, 3.1699, 5.1358, 5.4979
6226, 3.4183, 5.1232, 5.5236
6227, 3.3219, 5.0297, 5.3810
6228, 2.9219, 5.0647, 5.3833
6229, 3.3219, 5.0314, 5.3349
6230, 3.1699, 5.2610, 5.5392
6231, 3.3219, 5.3106, 5.3900
6232, 2.7500, 4.9631, 5.5676
6233, 3.0000, 5.0838, 5.4763
6234, 3.3219, 5.0691, 5.3627
6235, 3.2516, 5.0773, 5.3860
6236, 3.5850, 5.0647, 5.4361
6237, 3.3219, 5.1025, 5.5097
6238, 3.4183, 4.9358, 5.5341
6239, 2.9477, 4.9757, 5.4479
6240, 3.0000, 5.0440, 5.4323
6241, 3.4183, 5.1691, 5.4878
6242, 3.0000, 5.2484, 5.3498
6243, 3.4594, 5.3025, 5.2903
6244, 3.3219, 4.9358, 5.5047
6245, 3.0000, 5.3358, 5.3691
6246, 3.0000, 5.1358, 5.4401
6247, 3.0000, 5.1232, 5.4337
6248, 3.2516, 5.2358, 5.5263
6249, 3.0958, 5.0981, 5.5263
6250, 3.3219, 5.1440, 5.5185
6251, 2.9477, 5.2484, 5.4157
6252, 3.1699, 4.9757, 5.4544
6253, 3.0000, 5.2106, 5.5442
6254, 3.1219, 4.9379, 5.5263
6255, 3.1699, 5.1232, 5.3275
6256, 3.4594, 5.3025, 5.5030
6257, 3.4183, 5.0566, 5.2920
6258, 3.5850, 5.2025, 5.3330
6259, 3.1699, 5.0647, 5.3843
6260, 3.1699, 5.1440, 5.2855
6261, 3.5850, 5.0981, 5.4918
6262, 3.1699, 5.0817, 5.5185
6263, 3.1699, 4.9046, 5.4479
6264, 3.4594, 5.0899, 5.3458
6265, 3.4594, 5.0647, 5.4313
6266, 2.7500, 4.9314, 5.5030
6267, 3.1699, 5.1358, 5.5019
6268, 3.3219, 4.9232, 5.4516
6269, 3.1219, 5.2817, 5.4929
6270, 3.3219, 5.1025, 5.5158
6271, 2.5000, 5.1358, 5.3765
6272, 3.4594, 5.0232, 5.4952
6273, 3.4594, 5.0232, 5.3988
6274, 2.7500, 5.1566, 5.5185
6275, 3.0000, 5.0314, 5.5469
